geolocation,recclass,fall,reclong,id,nametype,year,reclat,mass,name
"{'type': 'Point', 'coordinates': [16.73333, 58.85]}",L6,Fell,16.733330,12461,Valid,1947-01-01T00:00:00.000,58.850000,2300,Långhalsen
"{'type': 'Point', 'coordinates': [126.19611, 46.24167]}",L6,Fell,126.196110,12464,Valid,1986-01-01T00:00:00.000,46.241670,1282,Lanxi
"{'type': 'Point', 'coordinates': [16.23333, 47.75]}",L4,Fell,16.233330,12465,Valid,1925-01-01T00:00:00.000,47.750000,7000,Lanzenkirchen
"{'type': 'Point', 'coordinates': [115.16667, 33.13333]}",H5,Fell,115.166670,12466,Valid,1987-01-01T00:00:00.000,33.133330,14250,Laochenzhen
"{'type': 'Point', 'coordinates': [-1.11667, 51.9]}",L6,Fell,-1.116670,12740,Valid,1830-01-01T00:00:00.000,51.900000,1060,Launton
"{'type': 'Point', 'coordinates': [51.56667, 52.45]}",L6,Fell,51.566670,12743,Valid,1938-01-01T00:00:00.000,52.450000,800,Lavrentievka
"{'type': 'Point', 'coordinates': [0.43333, 47.16667]}",H5,Fell,0.433330,12748,Valid,1845-01-01T00:00:00.000,47.166670,3000,Le Pressoir
"{'type': 'Point', 'coordinates': [-0.86667, 48.53333]}",Howardite,Fell,-0.866670,12749,Valid,1845-01-01T00:00:00.000,48.533330,780,Le Teilleul
"{'type': 'Point', 'coordinates': [-99.33333, 35.88333]}",L6,Fell,-99.333330,12755,Valid,1943-01-01T00:00:00.000,35.883330,51500,Leedey
"{'type': 'Point', 'coordinates': [28.36667, -25.66667]}",L6,Fell,28.366670,12756,Valid,1912-01-01T00:00:00.000,-25.666670,460,Leeuwfontein
"{'type': 'Point', 'coordinates': [-6.96667, 52.66667]}",L6,Fell,-6.966670,12759,Valid,1999-01-01T00:00:00.000,52.666670,271.39999999999998,Leighlinbridge
"{'type': 'Point', 'coordinates': [-87.5, 34.58333]}",H5,Fell,-87.500000,12760,Valid,1907-01-01T00:00:00.000,34.583330,877,Leighton
"{'type': 'Point', 'coordinates': [32.85, 52.26667]}",L6,Fell,32.850000,12765,Valid,1900-01-01T00:00:00.000,52.266670,700,Leonovka
"{'type': 'Point', 'coordinates': [3.25, 48.35]}",L6,Fell,3.250000,12769,Valid,1857-01-01T00:00:00.000,48.350000,125,Les Ormes
"{'type': 'Point', 'coordinates': [4.73333, 50.36667]}",L6,Fell,4.733330,12772,Valid,1896-01-01T00:00:00.000,50.366670,2000,Lesves
"{'type': 'Point', 'coordinates': [26.18333, -26.15]}",H6,Fell,26.183330,14646,Valid,1973-01-01T00:00:00.000,-26.150000,4000,Lichtenberg
"{'type': 'Point', 'coordinates': [15.86667, 56.65]}",H5,Fell,15.866670,14650,Valid,1930-01-01T00:00:00.000,56.650000,6862,Lillaverke
"{'type': 'Point', 'coordinates': [-8.78333, 52.56667]}",H5,Fell,-8.783330,14652,Valid,1813-01-01T00:00:00.000,52.566670,50000,Limerick
"{'type': 'Point', 'coordinates': [12.9, 52.75]}",L6,Fell,12.900000,14655,Valid,1854-01-01T00:00:00.000,52.750000,1862,Linum
"{'type': 'Point', 'coordinates': [118.98333, 31.63333]}",L5,Fell,118.983330,14659,Valid,1978-01-01T00:00:00.000,31.633330,498,Lishui
"{'type': 'Point', 'coordinates': [14.85, 50.2]}",L6,Fell,14.850000,14661,Valid,1808-01-01T00:00:00.000,50.200000,12800,Lissa
"{'type': 'Point', 'coordinates': [-92.08333, 37.91667]}",L5,Fell,-92.083330,14664,Valid,1839-01-01T00:00:00.000,37.916670,491,Little Piney
"{'type': 'Point', 'coordinates': [26.43333, 56]}",H4,Fell,26.433330,14670,Valid,1820-01-01T00:00:00.000,56.000000,5213,Lixna
"{'type': 'Point', 'coordinates': [71.8, 29.53333]}",Lodranite,Fell,71.800000,14675,Valid,1868-01-01T00:00:00.000,29.533330,1000,Lodran
"{'type': 'Point', 'coordinates': [72.62667, 26.96556]}",Howardite,Fell,72.626670,14678,Valid,1994-01-01T00:00:00.000,26.965560,40000,Lohawat
"{'type': 'Point', 'coordinates': [-77.21163, 38.70066]}",L6,Fell,-77.211630,52843,Valid,2010-01-01T00:00:00.000,38.700660,329.7,Lorton
"{'type': 'Point', 'coordinates': [-0.83333, 38]}",L6,Fell,-0.833330,14708,Valid,1894-01-01T00:00:00.000,38.000000,25,Los Martinez
"{'type': 'Point', 'coordinates': [-95.15, 36.00833]}",H5,Fell,-95.150000,14711,Valid,1970-01-01T00:00:00.000,36.008330,17000,Lost City
"{'type': 'Point', 'coordinates': [-85.75, 38.25]}",L6,Fell,-85.750000,14716,Valid,1977-01-01T00:00:00.000,38.250000,1300,Louisville
"{'type': 'Point', 'coordinates': [19.91667, 52]}",Mesosiderite-A3,Fell,19.916670,14718,Valid,1935-01-01T00:00:00.000,52.000000,59000,Łowicz
"{'type': 'Point', 'coordinates': [75.15, 24.95]}",L5,Fell,75.150000,14721,Valid,1926-01-01T00:00:00.000,24.950000,9241,Lua
"{'type': 'Point', 'coordinates': [0.48333, 47.85]}",L6,Fell,0.483330,14724,Valid,1768-01-01T00:00:00.000,47.850000,3500,Lucé
"{'type': 'Point', 'coordinates': [-84.76667, 32.03333]}",L6,Fell,-84.766670,14753,Valid,1869-01-01T00:00:00.000,32.033330,340,Lumpkin
"{'type': 'Point', 'coordinates': [103.3, 24.8]}",H6,Fell,103.300000,14754,Valid,1980-01-01T00:00:00.000,24.800000,2520,Lunan
"{'type': 'Point', 'coordinates': [13.03333, 56.21667]}",L6,Fell,13.033330,14755,Valid,1889-01-01T00:00:00.000,56.216670,11000,Lundsgård
"{'type': 'Point', 'coordinates': [27.7, 61.2]}",Howardite,Fell,27.700000,14756,Valid,1813-01-01T00:00:00.000,61.200000,885,Luotolax
"{'type': 'Point', 'coordinates': [5, 46.21667]}",H3-5,Fell,5.000000,14757,Valid,1753-01-01T00:00:00.000,46.216670,14000,Luponnas
"{'type': 'Point', 'coordinates': [29.43333, -7.21667]}",Unknown,Fell,29.433330,14759,Valid,1951-01-01T00:00:00.000,-7.216670,,Lusaka
"{'type': 'Point', 'coordinates': [97, 19]}",L5,Fell,97.000000,14764,Valid,1937-01-01T00:00:00.000,19.000000,540,Mabwe-Khoywa
"{'type': 'Point', 'coordinates': [-36.66667, -5.2]}",H5,Fell,-36.666670,15370,Valid,1836-01-01T00:00:00.000,-5.200000,1500,Macau
"{'type': 'Point', 'coordinates': [35.24222, -15.21222]}",L6,Fell,35.242220,15371,Valid,1981-01-01T00:00:00.000,-15.212220,93200,Machinga
"{'type': 'Point', 'coordinates': [31.95, -28.83333]}",Eucrite-pmict,Fell,31.950000,15372,Valid,1936-01-01T00:00:00.000,-28.833330,1995,Macibini
"{'type': 'Point', 'coordinates': [86.36667, 25.91667]}",L,Fell,86.366670,15379,Valid,1950-01-01T00:00:00.000,25.916670,1000,Madhipura
"{'type': 'Point', 'coordinates': [111.53333, -7.75]}",L6,Fell,111.533330,15380,Valid,1935-01-01T00:00:00.000,-7.750000,400,Madiun
"{'type': 'Point', 'coordinates': [-3.71667, 40.41667]}",L6,Fell,-3.716670,15382,Valid,1896-01-01T00:00:00.000,40.416670,400,Madrid
"{'type': 'Point', 'coordinates': [-49.93333, -26.16667]}",L3-4,Fell,-49.933330,15383,Valid,1941-01-01T00:00:00.000,-26.166670,600,Mafra
"{'type': 'Point', 'coordinates': [27.51667, 37.86667]}","Iron, IAB-sHL",Fell,27.516670,15386,Valid,1899-01-01T00:00:00.000,37.866670,5000,Magnesia
"{'type': 'Point', 'coordinates': [31.65, -19.48333]}",H3-5,Fell,31.650000,15387,Valid,1990-01-01T00:00:00.000,-19.483330,666.6,Magombedze
"{'type': 'Point', 'coordinates': [95.78333, 27.66667]}",H4/5,Fell,95.783330,47361,Valid,2007-01-01T00:00:00.000,27.666670,70500,Mahadevpur
"{'type': 'Point', 'coordinates': [9.38333, 12.83333]}",H5/6,Fell,9.383330,30751,Valid,2004-01-01T00:00:00.000,12.833330,4629,Maigatari-Danduma
"{'type': 'Point', 'coordinates': [-104, 32.21667]}",OC,Fell,-104.000000,15393,Valid,1933-01-01T00:00:00.000,32.216670,150,Malaga
"{'type': 'Point', 'coordinates': [31.75, 9.5]}",L5,Fell,31.750000,15394,Valid,1970-01-01T00:00:00.000,9.500000,2000,Malakal
"{'type': 'Point', 'coordinates': [33.51667, -3.13333]}",H,Fell,33.516670,15395,Valid,1930-01-01T00:00:00.000,-3.133330,470,Malampaka
"{'type': 'Point', 'coordinates': [-63.23333, -28.93333]}",H5,Fell,-63.233330,15397,Valid,1931-01-01T00:00:00.000,-28.933330,,Malotas
"{'type': 'Point', 'coordinates': [26.76667, -29.45]}",Eucrite-pmict,Fell,26.766670,15400,Valid,1933-01-01T00:00:00.000,-29.450000,807,Malvern
"{'type': 'Point', 'coordinates': [62.08333, 45.21667]}",L6,Fell,62.083330,15401,Valid,1927-01-01T00:00:00.000,45.216670,1000,Mamra Springs
"{'type': 'Point', 'coordinates': [86.7, 23.05]}",LL6,Fell,86.700000,15402,Valid,1863-01-01T00:00:00.000,23.050000,1700,Manbhoom
"{'type': 'Point', 'coordinates': [76.1, 20.96667]}",Diogenite,Fell,76.100000,15403,Valid,1843-01-01T00:00:00.000,20.966670,50,Manegaon
"{'type': 'Point', 'coordinates': [31.6, -17.65]}",LL6,Fell,31.600000,15405,Valid,1934-01-01T00:00:00.000,-17.650000,22300,Mangwendi
"{'type': 'Point', 'coordinates': [44.63333, 45.81667]}",LL3.4,Fell,44.633330,15409,Valid,1951-01-01T00:00:00.000,45.816670,3555,Manych
"{'type': 'Point', 'coordinates': [72.08333, 34.23333]}",H5,Fell,72.083330,15414,Valid,1948-01-01T00:00:00.000,34.233330,4500,Mardan
,L4,Fell,,15418,Valid,1925-01-01T00:00:00.000,,114,Maria Linden
"{'type': 'Point', 'coordinates': [-99.38333, 42.71667]}",Iron,Fell,-99.383330,15419,Valid,1898-01-01T00:00:00.000,42.716670,340,Mariaville
"{'type': 'Point', 'coordinates': [11.46745, 54.76183]}",CM2,Fell,11.467450,48973,Valid,2009-01-01T00:00:00.000,54.761830,25.81,Maribo
"{'type': 'Point', 'coordinates': [29.25, 4.66667]}",H6,Fell,29.250000,15421,Valid,1941-01-01T00:00:00.000,4.666670,3200,Maridi
"{'type': 'Point', 'coordinates': [-49.93333, -22.25]}",H4,Fell,-49.933330,15422,Valid,1971-01-01T00:00:00.000,-22.250000,2500,Marilia
"{'type': 'Point', 'coordinates': [-91.6, 41.9]}",L6,Fell,-91.600000,15424,Valid,1847-01-01T00:00:00.000,41.900000,28400,Marion (Iowa)
"{'type': 'Point', 'coordinates': [30.5, 61.5]}","Pallasite, PMG",Fell,30.500000,15426,Valid,1902-01-01T00:00:00.000,61.500000,45000,Marjalahti
"{'type': 'Point', 'coordinates': [0.15, 44.5]}",L5,Fell,0.150000,15429,Valid,1848-01-01T00:00:00.000,44.500000,3000,Marmande
"{'type': 'Point', 'coordinates': [48.1, -14.2]}",L6,Fell,48.100000,15430,Valid,2002-01-01T00:00:00.000,-14.200000,6000,Maromandia
"{'type': 'Point', 'coordinates': [-84.1, 35.8]}",L6,Fell,-84.100000,15436,Valid,1983-01-01T00:00:00.000,35.800000,1443,Maryville
"{'type': 'Point', 'coordinates': [1.86667, 45.36667]}",L6,Fell,1.866670,15438,Valid,1836-01-01T00:00:00.000,45.366670,1000,Mascombes
"{'type': 'Point', 'coordinates': [0, 0]}",H5,Fell,0.000000,53653,Valid,2010-01-01T00:00:00.000,0.000000,24.54,Mason Gully
"{'type': 'Point', 'coordinates': [12.61667, 48.13333]}",Howardite,Fell,12.616670,15443,Valid,1803-01-01T00:00:00.000,48.133330,1600,Mässing
"{'type': 'Point', 'coordinates': [13.13333, 48.18333]}",L6,Fell,13.133330,15446,Valid,1768-01-01T00:00:00.000,48.183330,19000,Mauerkirchen
"{'type': 'Point', 'coordinates': [57, -20]}",L6,Fell,57.000000,15447,Valid,1801-01-01T00:00:00.000,-20.000000,220,Mauritius
"{'type': 'Point', 'coordinates': [12.08333, 8.96667]}",Aubrite,Fell,12.083330,15451,Valid,1974-01-01T00:00:00.000,8.966670,4850,Mayo Belwa
"{'type': 'Point', 'coordinates': [-101.68333, 24.68333]}","Iron, IAB-sLL",Fell,-101.683330,15453,Valid,1885-01-01T00:00:00.000,24.683330,4000,Mazapil
"{'type': 'Point', 'coordinates': [30, -1.21667]}",L6,Fell,30.000000,15454,Valid,1942-01-01T00:00:00.000,-1.216670,4975,Maziba
"{'type': 'Point', 'coordinates': [34.16667, 1.06667]}",L5/6,Fell,34.166670,15455,Valid,1992-01-01T00:00:00.000,1.066670,150000,Mbale
"{'type': 'Point', 'coordinates': [-67.5, -27.25]}",Eucrite-cm,Fell,-67.500000,15467,Valid,1953-01-01T00:00:00.000,-27.250000,31,Medanitos
"{'type': 'Point', 'coordinates': [77.8, 29.01667]}",H5,Fell,77.800000,15469,Valid,1861-01-01T00:00:00.000,29.016670,22,Meerut
"{'type': 'Point', 'coordinates': [106.88333, -6.23333]}",H5,Fell,106.883330,15470,Valid,1915-01-01T00:00:00.000,-6.233330,24750,Meester-Cornelis
"{'type': 'Point', 'coordinates': [13.15, 53.18333]}",H4,Fell,13.150000,15485,Valid,1862-01-01T00:00:00.000,53.183330,10500,Menow
"{'type': 'Point', 'coordinates': [7.21817, 46.81867]}",L5,Fell,7.218170,15486,Valid,1903-01-01T00:00:00.000,46.818670,28.9,Menziswyl
"{'type': 'Point', 'coordinates': [12.06667, 55.05]}",L6,Fell,12.066670,15489,Valid,1878-01-01T00:00:00.000,55.050000,4000,Mern
"{'type': 'Point', 'coordinates': [37.66667, 0]}",LL6,Fell,37.666670,15491,Valid,1945-01-01T00:00:00.000,0.000000,6000,Meru
"{'type': 'Point', 'coordinates': [81.98333, 25.48333]}",H5,Fell,81.983330,15492,Valid,1920-01-01T00:00:00.000,25.483330,71400,Merua
"{'type': 'Point', 'coordinates': [15.56667, 38.18333]}",L5,Fell,15.566670,15495,Valid,1955-01-01T00:00:00.000,38.183330,2405,Messina
"{'type': 'Point', 'coordinates': [11.1, 50.58333]}",L6,Fell,11.100000,16626,Valid,1897-01-01T00:00:00.000,50.583330,870,Meuselbach
"{'type': 'Point', 'coordinates': [3.25, 45.76667]}",L6,Fell,3.250000,16627,Valid,1949-01-01T00:00:00.000,45.766670,1300,Mezel
"{'type': 'Point', 'coordinates': [25.73333, 46.5]}",L3.7,Fell,25.733330,16628,Valid,1852-01-01T00:00:00.000,46.500000,22700,Mezö-Madaras
"{'type': 'Point', 'coordinates': [83.61667, 25.9]}",L6,Fell,83.616670,16629,Valid,1827-01-01T00:00:00.000,25.900000,350,Mhow
"{'type': 'Point', 'coordinates': [111.7, 34.8]}",H5,Fell,111.700000,16631,Valid,1980-01-01T00:00:00.000,34.800000,1100,Mianchi
"{'type': 'Point', 'coordinates': [-1.16667, 54.56667]}",L6,Fell,-1.166670,16632,Valid,1881-01-01T00:00:00.000,54.566670,1600,Middlesbrough
"{'type': 'Point', 'coordinates': [-90.36556, 42.9075]}",L5,Fell,-90.365560,52090,Valid,2010-01-01T00:00:00.000,42.907500,3584,Mifflin
"{'type': 'Point', 'coordinates': [30.96667, 48.06667]}",CM2,Fell,30.966670,16634,Valid,1889-01-01T00:00:00.000,48.066670,8000,Mighei
"{'type': 'Point', 'coordinates': [133.22, 35.56833]}",L6,Fell,133.220000,16635,Valid,1992-01-01T00:00:00.000,35.568330,6380,Mihonoseki
"{'type': 'Point', 'coordinates': [17.53333, 46.23333]}",L6,Fell,17.533330,16636,Valid,1944-01-01T00:00:00.000,46.233330,224.2,Mike
"{'type': 'Point', 'coordinates': [16.1, 46.18333]}",L6,Fell,16.100000,16640,Valid,1842-01-01T00:00:00.000,46.183330,10000,Milena
"{'type': 'Point', 'coordinates': [120.36667, -26.45]}",Eucrite-mmict,Fell,120.366670,16643,Valid,1960-01-01T00:00:00.000,-26.450000,330000,Millbillillie
"{'type': 'Point', 'coordinates': [-92.05, 35.4]}",H5,Fell,-92.050000,16645,Valid,1930-01-01T00:00:00.000,35.400000,16700,Miller (Arkansas)
"{'type': 'Point', 'coordinates': [136.93333, 35.07833]}",L,Fell,136.933330,16692,Valid,1632-01-01T00:00:00.000,35.078330,1040,Minamino
"{'type': 'Point', 'coordinates': [14.7, 37.28333]}",Pallasite,Fell,14.700000,16696,Valid,1826-01-01T00:00:00.000,37.283330,42,Mineo
"{'type': 'Point', 'coordinates': [120.66667, 32.33333]}",LL6,Fell,120.666670,16697,Valid,1952-01-01T00:00:00.000,32.333330,5500,Min-Fan-Zhun
"{'type': 'Point', 'coordinates': [16.6, 47.7]}",OC,Fell,16.600000,16700,Valid,1905-01-01T00:00:00.000,47.700000,550,Minnichhof
"{'type': 'Point', 'coordinates': [83.25, 25.68333]}",L5,Fell,83.250000,16701,Valid,1910-01-01T00:00:00.000,25.683330,8510,Mirzapur
"{'type': 'Point', 'coordinates': [23, 56.66667]}",H5,Fell,23.000000,16703,Valid,1890-01-01T00:00:00.000,56.666670,5800,Misshof
"{'type': 'Point', 'coordinates': [5.93333, 61.73333]}",H,Fell,5.933330,16707,Valid,1898-01-01T00:00:00.000,61.733330,100.7,Mjelleim
"{'type': 'Point', 'coordinates': [24.03333, 46.8]}",L5-6,Fell,24.033330,16709,Valid,1882-01-01T00:00:00.000,46.800000,300000,Mocs
"{'type': 'Point', 'coordinates': [-101.1, 38.5]}",L6,Fell,-101.100000,16711,Valid,1905-01-01T00:00:00.000,38.500000,35000,Modoc (1905)
"{'type': 'Point', 'coordinates': [174.4, -39.63333]}",CV3,Fell,174.400000,16713,Valid,1908-01-01T00:00:00.000,-39.633330,4500,Mokoia
"{'type': 'Point', 'coordinates': [-1.16667, 38.11667]}",H5,Fell,-1.166670,16715,Valid,1858-01-01T00:00:00.000,38.116670,144000,Molina
"{'type': 'Point', 'coordinates': [26.46667, -31.25]}",Howardite,Fell,26.466670,16717,Valid,1953-01-01T00:00:00.000,-31.250000,150,Molteno
"{'type': 'Point', 'coordinates': [-102.85833, 31.60833]}",H5,Fell,-102.858330,16719,Valid,1998-01-01T00:00:00.000,31.608330,2587,Monahans (1998)
"{'type': 'Point', 'coordinates': [-80.5, 35.25]}",H4,Fell,-80.500000,16720,Valid,1849-01-01T00:00:00.000,35.250000,8600,Monroe
"{'type': 'Point', 'coordinates': [-8.25, 38.01667]}",L5,Fell,-8.250000,16725,Valid,1950-01-01T00:00:00.000,38.016670,4885,Monte das Fortes
"{'type': 'Point', 'coordinates': [13.35, 43.26667]}",L5,Fell,13.350000,16726,Valid,1846-01-01T00:00:00.000,43.266670,3130,Monte Milone
"{'type': 'Point', 'coordinates': [1.9625, 43.39056]}",H5,Fell,1.962500,16727,Valid,1923-01-01T00:00:00.000,43.390560,149000,Montferré
"{'type': 'Point', 'coordinates': [1.58333, 47.63333]}",L6,Fell,1.583330,16729,Valid,1838-01-01T00:00:00.000,47.633330,500,Montlivault
"{'type': 'Point', 'coordinates': [27.35, -15.96667]}",L6,Fell,27.350000,16733,Valid,1950-01-01T00:00:00.000,-15.966670,,Monze
"{'type': 'Point', 'coordinates': [-79.38333, 35.41667]}",Eucrite-cm,Fell,-79.383330,16736,Valid,1913-01-01T00:00:00.000,35.416670,1880,Moore County
"{'type': 'Point', 'coordinates': [-8.33333, 52.45]}",H5,Fell,-8.333330,16737,Valid,1810-01-01T00:00:00.000,52.450000,3520,Mooresfort
"{'type': 'Point', 'coordinates': [145.6, -40.975]}",L6,Fell,145.600000,16738,Valid,1930-01-01T00:00:00.000,-40.975000,8887.5,Moorleah
"{'type': 'Point', 'coordinates': [78.83333, 28.78333]}",L6,Fell,78.833330,16740,Valid,1808-01-01T00:00:00.000,28.783330,70,Moradabad
"{'type': 'Point', 'coordinates': [18.53333, 49.6]}",H5,Fell,18.533330,16742,Valid,2000-01-01T00:00:00.000,49.600000,633,Morávka
"{'type': 'Point', 'coordinates': [5.13333, 44.6]}",H5,Fell,5.133330,16747,Valid,1875-01-01T00:00:00.000,44.600000,1300,Mornans
"{'type': 'Point', 'coordinates': [10.7, 59.43333]}",CO3.6,Fell,10.700000,36592,Valid,2006-01-01T00:00:00.000,59.433330,3763,Moss
"{'type': 'Point', 'coordinates': [77.33333, 26.83333]}",H6,Fell,77.333330,16759,Valid,1868-01-01T00:00:00.000,26.833330,1500,Moti-ka-nagla
"{'type': 'Point', 'coordinates': [8.5, 45.2]}",H4,Fell,8.500000,16762,Valid,1868-01-01T00:00:00.000,45.200000,9150,Motta di Conti
"{'type': 'Point', 'coordinates': [141.7, -29.8]}",H6,Fell,141.700000,16766,Valid,1902-01-01T00:00:00.000,-29.800000,11300,Mount Browne
"{'type': 'Point', 'coordinates': [4.8, 18.7]}",L5,Fell,4.800000,16804,Valid,1991-01-01T00:00:00.000,18.700000,110000,Mount Tazerzait
"{'type': 'Point', 'coordinates': [6.86667, 44.08333]}",Stone-uncl,Fell,6.866670,16805,Valid,1637-01-01T00:00:00.000,44.083330,17000,Mount Vaisi
"{'type': 'Point', 'coordinates': [33.5, -11.5]}",Stone-uncl,Fell,33.500000,16820,Valid,1944-01-01T00:00:00.000,-11.500000,1100,Mtola
"{'type': 'Point', 'coordinates': [77.01667, 12.63333]}",L5,Fell,77.016670,16841,Valid,1865-01-01T00:00:00.000,12.633330,4400,Muddoor
"{'type': 'Point', 'coordinates': [80.83333, 9.33333]}",L,Fell,80.833330,16851,Valid,1795-01-01T00:00:00.000,9.333330,25.5,Mulletiwu
"{'type': 'Point', 'coordinates': [90.21667, 24.5]}",L6,Fell,90.216670,16874,Valid,1924-01-01T00:00:00.000,24.500000,4703,Muraid
"{'type': 'Point', 'coordinates': [145.2, -36.61667]}",CM2,Fell,145.200000,16875,Valid,1969-01-01T00:00:00.000,-36.616670,100000,Murchison
"{'type': 'Point', 'coordinates': [-88.1, 36.6]}",CM2,Fell,-88.100000,16882,Valid,1950-01-01T00:00:00.000,36.600000,12600,Murray
"{'type': 'Point', 'coordinates': [85.53333, 26.13333]}","Iron, IAB-sHL",Fell,85.533330,16885,Valid,1964-01-01T00:00:00.000,26.133330,1245,Muzaffarpur
"{'type': 'Point', 'coordinates': [72.63333, 23.05]}",OC,Fell,72.633330,16887,Valid,1842-01-01T00:00:00.000,23.050000,,Myhee Caunta
"{'type': 'Point', 'coordinates': [1, 12]}",H5,Fell,1.000000,16889,Valid,1956-01-01T00:00:00.000,12.000000,8165,Nadiabondi
"{'type': 'Point', 'coordinates': [140.06167, 38.12167]}",L6,Fell,140.061670,16890,Valid,1922-01-01T00:00:00.000,38.121670,1810,Nagai
"{'type': 'Point', 'coordinates': [78.21667, 26.98333]}",Eucrite-cm,Fell,78.216670,16892,Valid,1875-01-01T00:00:00.000,26.983330,20,Nagaria
"{'type': 'Point', 'coordinates': [19.5, 49.16667]}",L5,Fell,19.500000,16893,Valid,1895-01-01T00:00:00.000,49.166670,6100,Nagy-Borové
"{'type': 'Point', 'coordinates': [30.35, 31.31667]}",Martian (nakhlite),Fell,30.350000,16898,Valid,1911-01-01T00:00:00.000,31.316670,10000,Nakhla
"{'type': 'Point', 'coordinates': [100.08333, 13.73333]}",L6,Fell,100.083330,16899,Valid,1923-01-01T00:00:00.000,13.733330,23200,Nakhon Pathom
"{'type': 'Point', 'coordinates': [79.2, 12.28333]}",H5,Fell,79.200000,16902,Valid,1886-01-01T00:00:00.000,12.283330,4500,Nammianthal
"{'type': 'Point', 'coordinates': [103.5, 35.66667]}",L6,Fell,103.500000,16903,Valid,1917-01-01T00:00:00.000,35.666670,52900,Nan Yang Pao
"{'type': 'Point', 'coordinates': [-77.16667, 38.41667]}",H6,Fell,-77.166670,16904,Valid,1825-01-01T00:00:00.000,38.416670,7500,Nanjemoy
"{'type': 'Point', 'coordinates': [121.8, 32.11667]}",H6,Fell,121.800000,16907,Valid,1984-01-01T00:00:00.000,32.116670,529,Nantong
"{'type': 'Point', 'coordinates': [77, 19.25]}",H6,Fell,77.000000,16908,Valid,1928-01-01T00:00:00.000,19.250000,17000,Naoki
"{'type': 'Point', 'coordinates': [51.5, 33.75]}",H6,Fell,51.500000,16909,Valid,1974-01-01T00:00:00.000,33.750000,2700,Naragh
"{'type': 'Point', 'coordinates': [150.68889, -34.05]}",L6,Fell,150.688890,16912,Valid,1928-01-01T00:00:00.000,-34.050000,367.5,Narellan
"{'type': 'Point', 'coordinates': [12.51667, 42.51667]}",Stone-uncl,Fell,12.516670,16914,Valid,0921-01-01T00:00:00.000,42.516670,,Narni
"{'type': 'Point', 'coordinates': [165.9, -21.73333]}",H4,Fell,165.900000,16922,Valid,1936-01-01T00:00:00.000,-21.733330,347,Nassirah
,Stone-uncl,Fell,,16923,Valid,1973-01-01T00:00:00.000,,1.4,Natal
"{'type': 'Point', 'coordinates': [83.66667, 21.25]}",CM2,Fell,83.666670,16927,Valid,1890-01-01T00:00:00.000,21.250000,105,Nawapali
"{'type': 'Point', 'coordinates': [136.46528, 36.44917]}",L6,Fell,136.465280,16934,Valid,1995-01-01T00:00:00.000,36.449170,420,Neagari
"{'type': 'Point', 'coordinates': [83.48333, 18.68333]}","Iron, ungrouped",Fell,83.483330,16935,Valid,1870-01-01T00:00:00.000,18.683330,4500,Nedagolla
"{'type': 'Point', 'coordinates': [35.33333, 9.5]}",L6,Fell,35.333330,16941,Valid,1970-01-01T00:00:00.000,9.500000,2450,Nejo
"{'type': 'Point', 'coordinates': [21.5, 56.5]}",L6,Fell,21.500000,16945,Valid,1864-01-01T00:00:00.000,56.500000,10250,Nerft
"{'type': 'Point', 'coordinates': [10.80833, 47.525]}",EL6,Fell,10.808330,16950,Valid,2002-01-01T00:00:00.000,47.525000,6189,Neuschwanstein
"{'type': 'Point', 'coordinates': [-81.76667, 40]}",L6,Fell,-81.766670,16953,Valid,1860-01-01T00:00:00.000,40.000000,230000,New Concord
"{'type': 'Point', 'coordinates': [35.68333, 15.36667]}",L4,Fell,35.683330,16954,Valid,1994-01-01T00:00:00.000,15.366670,12000,New Halfa
"{'type': 'Point', 'coordinates': [-90.10976, 29.94718]}",H5,Fell,-90.109760,16960,Valid,2003-01-01T00:00:00.000,29.947180,19256,New Orleans
"{'type': 'Point', 'coordinates': [111.41667, -7.45]}",LL3.6,Fell,111.416670,16966,Valid,1883-01-01T00:00:00.000,-7.450000,1393,Ngawi
"{'type': 'Point', 'coordinates': [-4.38333, 13.85]}","Iron, ungrouped",Fell,-4.383330,16968,Valid,1900-01-01T00:00:00.000,13.850000,37500,N'Goureyma
"{'type': 'Point', 'coordinates': [-1.43333, 49.03333]}",Stone-uncl,Fell,-1.433330,16970,Valid,1750-01-01T00:00:00.000,49.033330,,Nicorps
,L6,Fell,,16974,Valid,1967-01-01T00:00:00.000,,3.3,Niger (L6)
,LL6,Fell,,16975,Valid,1967-01-01T00:00:00.000,,3.3,Niger (LL6)
"{'type': 'Point', 'coordinates': [78.63333, 52.45]}",H4,Fell,78.633330,16976,Valid,1935-01-01T00:00:00.000,52.450000,3996,Nikolaevka
"{'type': 'Point', 'coordinates': [37.33333, 56.11667]}",L4,Fell,37.333330,16977,Valid,1954-01-01T00:00:00.000,56.116670,6000,Nikolskoe
"{'type': 'Point', 'coordinates': [121.48333, 29.86667]}","Iron, IVA",Fell,121.483330,16980,Valid,1975-01-01T00:00:00.000,29.866670,14250,Ningbo
"{'type': 'Point', 'coordinates': [105.90667, 32.925]}",C3-ung,Fell,105.906670,16981,Valid,1983-01-01T00:00:00.000,32.925000,4610,Ningqiang
"{'type': 'Point', 'coordinates': [131.56667, 34.2]}",H3-4,Fell,131.566670,16982,Valid,1897-01-01T00:00:00.000,34.200000,467,Nio
